,title,date_list,critic_sentiment,critic_score,audience_setiment,audience_score
5812,Nightwatch: Demons Are Forever,"Streaming May 17, 2024",positive,69%,negative,40%
5813,Plan 9 From Outer Space,"Streaming Oct 26, 2011",positive,66%,negative,45%
5814,The Corpse of Anna Fritz,"Streaming Nov 18, 2016",negative,56%,negative,39%
5815,The Double,"Streaming May 9, 2015",positive,83%,negative,59%
5816,The Gallows,"Streaming Jun 28, 2016",negative,15%,negative,22%
5817,The Ghost and the Darkness,"Streaming Aug 1, 2013",negative,50%,positive,75%
5818,The Rookie,"Streaming Jul 8, 2016",positive,84%,positive,70%
5819,The Treasure of the Sierra Madre,"Streaming May 8, 2015",positive,100%,positive,93%
5820,The Witcher: Nightmare of the Wolf,"Streaming Aug 23, 2021",positive,100%,positive,83%
5821,47 Meters Down,"Streaming Sep 12, 2017",negative,53%,negative,35%
5822,A River Runs Through It,"Streaming Mar 1, 2011",positive,80%,positive,83%
5823,Black Dynamite,"Streaming Feb 12, 2014",positive,83%,positive,85%
5824,Confessions of a Shopaholic,"Streaming Jan 1, 2014",negative,26%,negative,49%
5825,Critters,"Streaming Jun 1, 2011",negative,52%,negative,45%
5826,Curse of the Demon,"Streaming Jan 1, 2012",positive,100%,positive,85%
5827,Descendants 3,"Streaming Aug 5, 2019",positive,78%,positive,66%
5828,Don Verdean,"Streaming Mar 4, 2016",negative,30%,negative,25%
5829,Extra Ordinary,"Streaming Jan 13, 2020",positive,98%,positive,77%
5830,High School Musical 2,"Streaming May 18, 2016",positive,83%,positive,72%
5831,Igor,"Streaming Apr 13, 2017",negative,40%,negative,38%
5832,Mayday,"Streaming Oct 1, 2021",negative,54%,negative,37%
5833,Megalomaniac,"Streaming Sep 26, 2023",positive,83%,positive,75%
5834,Ride,"Streaming Jun 14, 2024",positive,70%,positive,88%
5835,Sweet Smell of Success,"Streaming Apr 29, 2017",positive,98%,positive,91%
5836,The Deeper You Dig,"Streaming Jun 3, 2020",positive,94%,negative,57%
5837,The Dressmaker,"Streaming Dec 13, 2016",positive,60%,positive,66%
5838,The Last Castle,"Streaming Mar 2, 2013",negative,52%,positive,74%
5839,The Magnificent Seven,"Streaming Aug 3, 2012",positive,89%,positive,87%
5840,The Man Who Loved UFOs,"Streaming Oct 18, 2024",positive,60%,,
5841,The Vanishing,"Streaming Aug 10, 2016",negative,49%,negative,46%
5842,Unlocked,"Streaming Feb 16, 2023",positive,60%,positive,85%
5843,W.,"Streaming Apr 1, 2011",negative,58%,negative,42%
5844,Wyatt Earp,"Streaming Jan 1, 2008",negative,31%,positive,61%
5845,A Man Escaped,"Streaming Mar 17, 2017",positive,100%,positive,93%
5846,A-X-L,"Streaming Dec 21, 2018",negative,26%,negative,58%
5847,Boys State,"Streaming Aug 14, 2020",positive,95%,positive,91%
5848,Brimstone,"Streaming Apr 11, 2017",negative,45%,negative,54%
5849,Capote,"Streaming Oct 8, 2013",positive,89%,positive,82%
5850,Charlotte's Web,"Streaming Aug 1, 2013",positive,79%,positive,62%
5851,Empire Records,"Streaming Mar 1, 2013",negative,33%,positive,83%
5852,Evil Under the Sun,"Streaming Jan 27, 2009",positive,92%,positive,73%
5853,Hearts of Darkness: A Filmmaker's Apocalypse,"Streaming Jan 26, 2016",positive,100%,positive,94%
5854,Home Team,"Streaming Jan 28, 2022",negative,22%,positive,63%
5855,Impulse,"Streaming Apr 30, 2024",,,positive,89%
5856,Lee Daniels' The Butler,"Streaming Dec 16, 2016",positive,71%,positive,78%
5857,Ordinary Love,"Streaming May 5, 2020",positive,93%,positive,69%
5858,Pyewacket,"Streaming Mar 24, 2018",positive,83%,negative,51%
5859,Raging Fire,"Streaming Nov 23, 2021",positive,90%,positive,100%
5860,Rough Night,"Streaming Jul 10, 2017",negative,45%,negative,29%
5861,Rustin,"Streaming Nov 17, 2023",positive,83%,positive,82%
5862,Saving Silverman,"Streaming Jul 31, 2013",negative,18%,negative,51%
5863,So I Married an Axe Murderer,"Streaming Apr 16, 2012",negative,54%,positive,68%
5864,Spy Kids 3: Game Over,"Streaming Sep 5, 2016",negative,45%,negative,25%
5865,The Aristocats,"Streaming Jan 1, 2014",positive,64%,positive,70%
5866,The Conspiracy,"Streaming Dec 1, 2013",positive,86%,positive,62%
5867,The Djinn,"Streaming May 14, 2021",positive,86%,positive,69%
5868,The Fox,"Streaming Mar 22, 2024",negative,50%,,
5869,The Red Turtle,"Streaming May 2, 2017",positive,93%,positive,81%
5870,The Starling Girl,"Streaming Jul 11, 2023",positive,92%,positive,97%
5871,Veronica Mars,"Streaming Mar 14, 2014",positive,80%,positive,78%
5872,Black '47,"Streaming Sep 28, 2018",positive,78%,positive,78%
5873,Chernobyl 1986,"Streaming Sep 24, 2021",,,positive,85%
5874,Cold Meat,"Streaming Feb 23, 2024",positive,92%,negative,50%
5875,Diary of a Wimpy Kid: Dog Days,"Streaming Mar 1, 2013",negative,53%,positive,63%
5876,Diary of the Dead,"Streaming Jul 1, 2014",positive,61%,negative,41%
5877,Don't Let Go,"Streaming Nov 12, 2019",negative,42%,positive,79%
5878,FeardotCom,"Streaming Jul 24, 2014",negative,3%,negative,18%
5879,How to Come Alive with Norman Mailer,"Streaming Sep 3, 2024",positive,100%,positive,100%
5880,Last Action Hero,"Streaming Apr 16, 2012",negative,42%,negative,48%
5881,Last Contact,"Streaming Mar 24, 2023",negative,33%,negative,31%
5882,Mozart's Sister,"Streaming Aug 13, 2012",positive,74%,negative,54%
5883,Percy Jackson: Sea of Monsters,"Streaming Jun 1, 2015",negative,43%,negative,54%
5884,Rogue,"Streaming May 22, 2017",positive,83%,negative,54%
5885,Song to Song,"Streaming Jun 27, 2017",negative,43%,negative,36%
5886,Star Trek II: The Wrath of Khan,"Streaming Jun 26, 2013",positive,86%,positive,90%
5887,Strangers,"Streaming Sep 17, 2024",,,,
5888,The Big Sleep,"Streaming Sep 1, 2008",positive,96%,positive,91%
5889,The Dark Tapes,"Streaming Apr 18, 2017",positive,90%,negative,55%
5890,Them,"Streaming Feb 4, 2013",positive,63%,positive,60%
5891,World Trade Center,"Streaming Jun 6, 2014",positive,66%,positive,60%
5892,A Part of You,"Streaming May 31, 2024",positive,80%,negative,53%
5893,A Streetcar Named Desire,"Streaming Oct 2, 2013",positive,97%,positive,89%
5894,A Woman Under the Influence,"Streaming Nov 29, 2011",positive,89%,positive,91%
5895,Amour,"Streaming Aug 20, 2013",positive,93%,positive,82%
5896,An Invisible Victim: The Eliza Samudio Case,"Streaming Sep 26, 2024",,,,
5897,Athlete A,"Streaming Jun 25, 2020",positive,100%,positive,92%
5898,August: Osage County,"Streaming Mar 28, 2014",positive,67%,positive,65%
5899,Broken Flowers,"Streaming Feb 11, 2015",positive,87%,positive,70%
5900,Confessions of a Dangerous Mind,"Streaming Nov 7, 2016",positive,80%,positive,75%
5901,Hum Saath Saath Hain,"Streaming Mar 17, 2017",,,positive,79%
5902,I'm Not There,"Streaming Aug 10, 2016",positive,76%,positive,69%
5903,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles","Streaming May 9, 2017",positive,95%,positive,79%
5904,Naked Lunch,"Streaming Nov 30, 2016",positive,72%,positive,77%
5905,Replicas,"Streaming Apr 2, 2019",negative,9%,negative,32%
5906,Road Games,"Streaming Apr 10, 2017",positive,83%,negative,44%
5907,School Ties,"Streaming Jan 21, 2010",positive,61%,positive,69%
5908,Skyline,"Streaming Mar 17, 2011",negative,14%,negative,18%
5909,The Adventures of Baron Munchausen,"Streaming Apr 16, 2012",positive,90%,positive,82%
5910,The Cremator,"Streaming Nov 9, 2020",positive,88%,positive,91%
5911,The Hot Potato,"Streaming Jul 29, 2017",,,negative,27%
5912,The Perfect Host,"Streaming Aug 10, 2016",negative,44%,negative,55%
5913,The Rescue,"Streaming Dec 3, 2021",positive,96%,positive,99%
5914,The Secret Life of Bees,"Streaming Nov 25, 2015",positive,60%,positive,78%
5915,The Toxic Avenger,"Streaming Dec 21, 2015",positive,70%,positive,64%
5916,Tyson's Run,"Streaming May 17, 2022",positive,67%,positive,86%
5917,"3 1/2 Minutes, Ten Bullets","Streaming Jan 3, 2017",positive,100%,positive,86%
5918,Analyze This,"Streaming Aug 15, 2008",positive,69%,positive,62%
5919,Arlington Road,"Streaming Apr 16, 2012",positive,63%,positive,74%
5920,Behaving Badly,"Streaming Jun 21, 2019",negative,0%,negative,29%
5921,Black Christmas,"Streaming Aug 10, 2016",negative,13%,negative,38%
5922,Consecration,"Streaming May 19, 2023",negative,42%,negative,32%
5923,Cora Bora,"Streaming Jul 12, 2024",positive,79%,positive,71%
5924,Creepy,"Streaming Mar 23, 2017",positive,91%,negative,55%
5925,Escape,"Streaming Mar 15, 2024",,,,
5926,Fallen,"Streaming Aug 8, 2017",negative,7%,positive,65%
5927,Frank Miller's Sin City: A Dame to Kill For,"Streaming Nov 7, 2014",negative,43%,negative,44%
5928,Haul Out the Holly,"Streaming Nov 26, 2022",,,negative,42%
5929,Holiday,"Streaming Oct 12, 2010",positive,100%,positive,89%
5930,Jackass Forever,"Streaming Mar 22, 2022",positive,86%,positive,91%
5931,Mainstream,"Streaming May 7, 2021",negative,38%,negative,41%
5932,My Little Pony: The Movie,"Streaming May 23, 2018",negative,48%,positive,76%
5933,New Jack City,"Streaming Oct 31, 2008",positive,81%,positive,80%
5934,Out of Africa,"Streaming Apr 19, 2016",positive,63%,positive,82%
5935,Picnic at Hanging Rock,"Streaming Jul 21, 2009",positive,91%,positive,83%
5936,Red Shoes and the Seven Dwarfs,"Streaming Sep 14, 2020",negative,40%,positive,81%
5937,Ruthless,"Streaming Dec 15, 2023",negative,38%,negative,40%
5938,See You Yesterday,"Streaming May 17, 2019",positive,93%,negative,38%
5939,Supernova,"Streaming Feb 16, 2021",positive,89%,positive,69%
5940,Tau,"Streaming Jun 29, 2018",negative,27%,negative,49%
5941,Thank You for Your Service,"Streaming Oct 30, 2018",positive,77%,positive,73%
5942,The Rider,"Streaming Aug 7, 2018",positive,97%,positive,82%
5943,The Substitute,"Streaming Jun 1, 2007",negative,42%,negative,41%
5944,The Wages of Fear,"Streaming Mar 29, 2024",negative,20%,negative,14%
5945,Thirteen Days,"Streaming Jul 24, 2012",positive,83%,positive,80%
5946,Tooth Fairy,"Streaming Mar 25, 2013",negative,18%,negative,41%
5947,Top Secret!,"Streaming Jul 1, 2013",positive,76%,positive,80%
5948,True Story,"Streaming Sep 15, 2016",negative,45%,negative,38%
5949,Underworld: Awakening,"Streaming Jul 4, 2012",negative,25%,positive,62%
5950,War,"Streaming Nov 23, 2016",negative,14%,negative,51%
5951,What Remains,"Streaming Jun 21, 2024",positive,100%,negative,57%
5952,Where the Devil Roams,"Streaming Nov 7, 2023",positive,100%,negative,46%
5953,Wine Country,"Streaming May 10, 2019",positive,66%,negative,31%
5954,32 Weeks,"Streaming Dec 10, 2020",positive,100%,positive,92%
5955,A Kind of Murder,"Streaming Mar 21, 2017",negative,35%,negative,15%
5956,A Whisker Away,"Streaming Jun 19, 2020",positive,93%,positive,76%
5957,Advanced Chemistry,"Streaming Oct 8, 2024",,,positive,100%
5958,An American Tail,"Streaming May 23, 2016",positive,77%,positive,71%
5959,Being the Ricardos,"Streaming Dec 21, 2021",positive,68%,positive,75%
5960,Compliance,"Streaming Aug 10, 2016",positive,89%,positive,60%
5961,Dragon Ball Z: Battle of Gods,"Streaming Oct 7, 2014",positive,88%,positive,80%
5962,Fatherhood,"Streaming Jun 18, 2021",positive,67%,positive,71%
5963,Gold,"Streaming Apr 20, 2017",negative,42%,negative,46%
5964,Heaven Is for Real,"Streaming May 3, 2015",negative,52%,positive,66%
5965,Interiors,"Streaming Sep 16, 2008",positive,78%,positive,79%
5966,Jane Eyre,"Streaming Feb 12, 2014",positive,85%,positive,76%
5967,Julia's Eyes,"Streaming Jul 1, 2016",positive,90%,positive,68%
5968,Krisha,"Streaming Aug 16, 2016",positive,95%,positive,77%
5969,Mac and Me,"Streaming Sep 30, 2018",negative,7%,negative,38%
5970,My Name Is Khan,"Streaming Mar 1, 2013",positive,83%,positive,83%
5971,Outbreak,"Streaming Jan 1, 2008",negative,59%,negative,56%
5972,Pay the Ghost,"Streaming Nov 18, 2016",negative,10%,negative,26%
5973,Screamers,"Streaming Mar 1, 2011",negative,29%,negative,45%
5974,Sorcerer,"Streaming Aug 5, 2014",positive,82%,positive,83%
5975,Sultan,"Streaming Nov 18, 2016",positive,69%,positive,76%
5976,The Fanatic,"Streaming Sep 6, 2019",negative,14%,negative,32%
5977,The Last Days on Mars,"Streaming Dec 7, 2014",negative,19%,negative,25%
5978,The Stuff,"Streaming Jan 6, 2015",positive,73%,negative,49%
5979,The Thundermans Return,"Streaming Mar 7, 2024",,,positive,74%
5980,Thief,"Streaming Sep 16, 2008",positive,80%,positive,81%
5981,Unseen,"Streaming Mar 7, 2023",positive,82%,positive,67%
5982,Devil in a Blue Dress,"Streaming Jan 1, 2016",positive,92%,positive,71%
5983,Horror Noire: A History of Black Horror,"Streaming Apr 27, 2019",positive,100%,positive,68%
5984,Injustice: Gods Among Us,"Streaming Oct 18, 2021",negative,50%,negative,41%
5985,Law of Desire,"Streaming Apr 9, 2017",positive,100%,positive,82%
5986,Let It Ride,"Streaming Jan 1, 2014",negative,30%,positive,76%
5987,Luce,"Streaming Aug 27, 2019",positive,91%,positive,77%
5988,Machete,"Streaming Nov 25, 2015",positive,70%,positive,63%
5989,Mortal,"Streaming Nov 6, 2020",negative,55%,positive,72%
5990,My Big Fat Greek Wedding,"Streaming Aug 10, 2016",positive,76%,positive,73%
5991,Overlord,"Streaming Mar 23, 2017",positive,90%,positive,73%
5992,Patriot Games,"Streaming Jul 24, 2008",positive,72%,positive,72%
5993,Pinball: The Man Who Saved the Game,"Streaming Mar 17, 2023",positive,95%,positive,91%
5994,Race to Witch Mountain,"Streaming Nov 23, 2015",negative,42%,negative,44%
5995,Sliding Doors,"Streaming Jun 6, 2014",positive,65%,positive,77%
5996,Spread,"Streaming Nov 10, 2009",negative,22%,negative,28%
5997,Terror on the Prairie,"Streaming Jun 14, 2022",positive,83%,positive,81%
5998,The Captain,"Streaming Nov 27, 2018",positive,83%,positive,84%
5999,The Dare,"Streaming Mar 3, 2020",negative,33%,negative,38%
6000,The Great Lillian Hall,"Streaming May 31, 2024",positive,87%,positive,95%
6001,The Serpent and the Rainbow,"Streaming Apr 19, 2016",positive,62%,negative,57%
6002,The Siege of Jadotville,"Streaming May 23, 2017",positive,64%,positive,74%
6003,The Social Dilemma,"Streaming Sep 9, 2020",positive,84%,positive,83%
6004,The Three Stooges,"Streaming Jan 1, 2014",negative,51%,negative,47%
6005,Under the Tuscan Sun,"Streaming Dec 18, 2015",positive,62%,positive,78%
6006,YellowBrickRoad,"Streaming May 22, 2017",negative,47%,negative,30%
6007,100% Wolf,"Streaming Dec 1, 2020",positive,69%,negative,45%
6008,Aashiqui 2,"Streaming Nov 5, 2015",negative,17%,positive,66%
6009,Cabaret,"Streaming Jan 1, 2008",positive,91%,positive,87%
6010,Dicks: The Musical,"Streaming Nov 10, 2023",positive,67%,positive,66%
6011,Flight 7500,"Streaming Apr 12, 2016",,,negative,33%
6012,Frequency,"Streaming Aug 10, 2016",positive,70%,positive,81%
6013,Heavenly Creatures,"Streaming May 19, 2016",positive,95%,positive,83%
6014,In the Heat of the Night,"Streaming Feb 25, 2010",positive,95%,positive,92%
6015,It Takes Two,"Streaming Aug 15, 2017",negative,8%,positive,60%
6016,Juice,"Streaming Nov 1, 2014",positive,81%,positive,90%
6017,"Love, Guaranteed","Streaming Sep 3, 2020",positive,60%,negative,35%
6018,Paradise Hills,"Streaming Oct 1, 2019",positive,68%,positive,67%
6019,Parker,"Streaming May 21, 2013",negative,41%,negative,48%
6020,Plan B,"Streaming Sep 27, 2024",,,positive,95%
6021,Rape Zombie: Lust of the Dead 2,"Streaming May 23, 2017",,,,
6022,"Six Days, Seven Nights","Streaming Jun 9, 2014",negative,38%,negative,36%
6023,Stay Alive,"Streaming Aug 9, 2016",negative,11%,negative,56%
6024,Sweet Girl,"Streaming Aug 20, 2021",negative,23%,negative,49%
6025,The Amazing Maurice,"Streaming Apr 4, 2023",positive,73%,positive,68%
6026,The Black Demon,"Streaming May 30, 2023",negative,28%,positive,76%
6027,The Decline,"Streaming Mar 28, 2020",positive,90%,positive,62%
6028,The Hypnosis,"Streaming Aug 16, 2024",positive,94%,,
6029,The Keep,"Streaming Jan 4, 2017",negative,39%,negative,43%
6030,The Last Temptation of Christ,"Streaming Aug 18, 2015",positive,82%,positive,84%
6031,The Odd Life of Timothy Green,"Streaming Jul 1, 2014",negative,36%,positive,67%
6032,The Siege,"Streaming Mar 1, 2013",negative,44%,negative,53%
6033,The Station Agent,"Streaming Oct 8, 2016",positive,94%,positive,89%
6034,The Tinder Swindler,"Streaming Feb 2, 2022",positive,97%,positive,78%
6035,The Wife,"Streaming Jan 25, 2019",positive,85%,positive,76%
6036,The Women,"Streaming Nov 1, 2010",negative,13%,negative,37%
6037,"To Wong Foo, Thanks for Everything, Julie Newmar","Streaming Nov 10, 2014",negative,48%,positive,72%
6038,Twilight Zone: The Movie,"Streaming Aug 15, 2008",negative,59%,negative,55%
6039,Valentine's Day,"Streaming Feb 1, 2012",negative,18%,negative,47%
6040,World's Greatest Dad,"Streaming Dec 9, 2010",positive,88%,positive,67%
6041,A Hard Day's Night,"Streaming Jul 14, 2015",positive,98%,positive,89%
6042,Ambush,"Streaming Feb 24, 2023",negative,27%,negative,42%
6043,American Mary,"Streaming Dec 5, 2016",positive,61%,negative,53%
6044,Falling for Figaro,"Streaming Oct 1, 2021",positive,73%,positive,72%
6045,Going the Distance,"Streaming Sep 1, 2012",negative,54%,negative,52%
6046,Grand Illusion,"Streaming May 14, 2014",positive,97%,positive,92%
6047,Happy as Lazzaro,"Streaming Nov 30, 2018",positive,91%,positive,82%
6048,John Tucker Must Die,"Streaming Mar 1, 2013",negative,28%,positive,69%
6049,Our Friend,"Streaming Jan 22, 2021",positive,85%,positive,95%
6050,Out of Time,"Streaming Nov 30, 2016",positive,65%,negative,58%
6051,Pale Rider,"Streaming Aug 15, 2008",positive,93%,positive,83%
6052,Punisher: War Zone,"Streaming Sep 10, 2016",negative,29%,negative,42%
6053,Roman Holiday,"Streaming Jun 6, 2014",positive,96%,positive,93%
6054,Searching for Sugar Man,"Streaming Oct 1, 2014",positive,95%,positive,92%
6055,Selena,"Streaming May 1, 2008",positive,66%,positive,78%
6056,Shut In,"Streaming Feb 21, 2017",negative,5%,negative,23%
6057,Spun,"Streaming Apr 16, 2012",negative,36%,positive,75%
6058,The Good Neighbor,"Streaming Jun 17, 2022",negative,25%,positive,73%
6059,The Last: Naruto the Movie,"Streaming Jul 12, 2016",,,positive,82%
6060,Weird Science,"Streaming Sep 10, 2013",positive,60%,positive,69%
6061,What About Bob?,"Streaming Aug 10, 2016",positive,82%,positive,79%
6062,Yardie,"Streaming May 16, 2019",negative,53%,negative,53%
6063,A Babysitter's Guide to Monster Hunting,"Streaming Oct 15, 2020",positive,68%,negative,46%
6064,Against the Night,"Streaming Aug 22, 2018",negative,9%,positive,93%
6065,All Kinds of Love,"Streaming Oct 1, 2024",,,,
6066,American Murder: The Family Next Door,"Streaming Sep 30, 2020",positive,87%,positive,78%
6067,American Murderer,"Streaming Oct 28, 2022",positive,76%,positive,91%
6068,Automata,"Streaming Jun 14, 2016",negative,31%,negative,30%
6069,Ben Is Back,"Streaming Feb 19, 2019",positive,81%,positive,69%
6070,Big Momma's House,"Streaming Sep 2, 2014",negative,30%,negative,57%
6071,Bride & Prejudice,"Streaming Dec 15, 2015",positive,64%,positive,70%
6072,Cadaver,"Streaming Oct 23, 2020",negative,33%,negative,29%
6073,City Slickers,"Streaming Dec 7, 2016",positive,89%,positive,65%
6074,Dear John,"Streaming Apr 16, 2012",negative,28%,negative,55%
6075,Elizabeth,"Streaming Feb 12, 2014",positive,84%,positive,86%
6076,Fatman,"Streaming Nov 24, 2020",negative,44%,positive,84%
6077,Gamer,"Streaming Feb 1, 2012",negative,30%,negative,39%
6078,Harry and the Hendersons,"Streaming May 23, 2016",negative,48%,negative,54%
6079,How to Date Billy Walsh,"Streaming Apr 5, 2024",negative,20%,negative,58%
6080,I Spit on Your Grave: Vengeance Is Mine,"Streaming Nov 30, 2016",,,negative,26%
6081,Impetigore,"Streaming Jul 23, 2020",positive,92%,positive,79%
6082,"Juliet, Naked","Streaming Oct 30, 2018",positive,82%,positive,74%
6083,Klute,"Streaming Jan 1, 2008",positive,93%,positive,80%
6084,Ladies in Black,"Streaming May 21, 2019",positive,88%,positive,75%
6085,Martha Marcy May Marlene,"Streaming Aug 1, 2013",positive,90%,positive,71%
6086,Mean Girls 2,"Streaming Jul 1, 2013",,,negative,29%
6087,Office Christmas Party,"Streaming Mar 21, 2017",negative,41%,negative,41%
6088,Ritual,"Streaming Nov 23, 2016",negative,0%,negative,28%
6089,Sex Appeal,"Streaming Jan 14, 2022",negative,57%,negative,55%
6090,The Cellar Door,"Streaming Sep 30, 2014",,,negative,20%
6091,The Fly II,"Streaming Nov 30, 2016",negative,33%,negative,24%
6092,The Men Who Stare at Goats,"Streaming Mar 6, 2012",negative,51%,negative,39%
6093,The Professor and the Madman,"Streaming May 10, 2019",negative,39%,positive,79%
6094,The Scythian,"Streaming Aug 14, 2018",,,positive,69%
6095,The Two Faces of January,"Streaming Jan 14, 2016",positive,80%,negative,48%
6096,Windfall,"Streaming Mar 18, 2022",negative,59%,negative,37%
6097,A Christmas Horror Story,"Streaming May 23, 2016",positive,83%,negative,48%
6098,Acrimony,"Streaming Jun 12, 2018",negative,19%,positive,65%
6099,Asoka,"Streaming Mar 17, 2017",positive,100%,positive,68%
6100,Brazen,"Streaming Jan 13, 2022",negative,14%,negative,14%
6101,Chariots of Fire,"Streaming Mar 1, 2010",positive,84%,positive,80%
